"peak_id","peak_chr","peak_start","peak_end","peak_mid","peak_score","win10_start","win10_end","genes_TSS_10kb","genes_geneBodyOverlap_10kb","nearest_gene","nearest_proteincoding_gene","nearest_proteincoding_gene_distance","peak_overlap_type","peak_distanceToTSS","peak_overlap_simple","sequence_name","peak_overlap_custom"
"chr1:57280155-57280574","chr1",57280155,57280574,57280364,96,57270364,57290364,"","DAB1","DAB1","DAB1",1266370,"Intron (ENST00000371236.7/1600, intron 2 of 14)",10491,"Intron","chr1_57280155-57280574","Intron"
"chr1:57400059-57400516","chr1",57400059,57400516,57400287,286,57390287,57410287,"","DAB1","DAB1","DAB1",1146447,"Intron (ENST00000371236.7/1600, intron 1 of 14)",23541,"Intron","chr1_57400059-57400516","Intron"
"chr1:57464814-57465264","chr1",57464814,57465264,57465039,32,57455039,57475039,"","DAB1","DAB1","DAB1",1081695,"Intron (ENST00000485760.5/1600, intron 7 of 20)",-40754,"Intron","chr1_57464814-57465264","Intron"
"chr1:58885256-58885697","chr1",58885256,58885697,58885476,204,58875476,58895476,"","JUN-DT,LINC01358,LINC02777","LINC02777","JUN",-101149,"Promoter (<=1kb)",0,"Promoter","chr1_58885256-58885697","Promoter"
"chr1:59432621-59433138","chr1",59432621,59433138,59432879,343,59422879,59442879,"","FGGY","FGGY","FGGY",136241,"Intron (ENST00000634606.1/55277, intron 4 of 16)",39413,"Intron","chr1_59432621-59433138","Intron"
"chr1:59511573-59511898","chr1",59511573,59511898,59511735,54,59501735,59521735,"","FGGY","FGGY","FGGY",215097,"Promoter (<=1kb)",-418,"Promoter","chr1_59511573-59511898","Promoter"
"chr1:59543329-59543827","chr1",59543329,59543827,59543578,294,59533578,59553578,"","FGGY","FGGY","FGGY",246940,"Intron (ENST00000634606.1/55277, intron 6 of 16)",-10091,"Intron","chr1_59543329-59543827","Intron"
"chr1:59556777-59557320","chr1",59556777,59557320,59557048,606,59547048,59567048,"","FGGY","FGGY","FGGY",260410,"Intron (ENST00000634606.1/55277, intron 7 of 16)",2859,"Intron","chr1_59556777-59557320","Intron"
"chr1:59594093-59594474","chr1",59594093,59594474,59594283,291,59584283,59604283,"","FGGY","FGGY","FGGY",297645,"Intron (ENST00000634606.1/55277, intron 7 of 16)",-31541,"Intron","chr1_59594093-59594474","Intron"
"chr1:59697099-59697581","chr1",59697099,59697581,59697340,254,59687340,59707340,"","FGGY","FGGY","FGGY",400702,"Intron (ENST00000634606.1/55277, intron 12 of 16)",23413,"Intron","chr1_59697099-59697581","Intron"
"chr1:61264752-61265416","chr1",61264752,61265416,61265084,87,61255084,61275084,"","NFIA","NFIA","NFIA",399825,"Intron (ENST00000371191.5/4774, intron 2 of 10)",-9726,"Intron","chr1_61264752-61265416","Intron"
"chr1:61746833-61747122","chr1",61746833,61747122,61746977,30,61736977,61756977,"PATJ,PATJ-DT","PATJ,PATJ-DT","PATJ","PATJ",4500,"Intron (ENST00000635214.1/10207, intron 1 of 35)",4288,"Intron","chr1_61746833-61747122","Intron"
"chr1:61752858-61753249","chr1",61752858,61753249,61753053,209,61743053,61763053,"","PATJ","PATJ","PATJ",10576,"Intron (ENST00000635214.1/10207, intron 1 of 35)",10313,"Intron","chr1_61752858-61753249","Intron"
"chr1:62516625-62517088","chr1",62516625,62517088,62516856,400,62506856,62526856,"","DOCK7","DOCK7","DOCK7",171512,"Promoter (<=1kb)",0,"Promoter","chr1_62516625-62517088","Promoter"
"chr1:62733935-62734435","chr1",62733935,62734435,62734185,519,62724185,62744185,"","","LOC124904194","DOCK7",-45817,"Intron (ENST00000812372.1/ENST00000812372.1, intron 1 of 1)",-19967,"Intron","chr1_62733935-62734435","Intron"
"chr1:63640916-63641710","chr1",63640916,63641710,63641313,1333,63631313,63651313,"","PGM1","PGM1","PGM1",48037,"Intron (ENST00000650546.1/5236, intron 7 of 11)",-9645,"Intron","chr1_63640916-63641710","Intron"
"chr1:63704999-63705440","chr1",63704999,63705440,63705219,317,63695219,63715219,"","LOC105378771","LOC105378771","PGM1",111943,"Intron (ENST00000830687.1/105378771, intron 1 of 2)",35333,"Intron","chr1_63704999-63705440","Intron"
"chr1:64915952-64916268","chr1",64915952,64916268,64916110,65,64906110,64926110,"","JAK1","JAK1","JAK1",50394,"Intron (ENST00000342505.5/3716, intron 1 of 24)",-46544,"Intron","chr1_64915952-64916268","Intron"
"chr1:64982171-64982505","chr1",64982171,64982505,64982338,96,64972338,64992338,"","LINC01359,JAK1","JAK1","JAK1",-15834,"Intron (ENST00000671954.2/3716, intron 2 of 25)",7557,"Intron","chr1_64982171-64982505","Intron"
"chr1:64987429-64987950","chr1",64987429,64987950,64987689,310,64977689,64997689,"","LINC01359,JAK1","JAK1","JAK1",-21185,"Exon (ENST00000654707.1/101927084, exon 3 of 5)",2112,"Exon","chr1_64987429-64987950","Exon"
"chr1:65158781-65159159","chr1",65158781,65159159,65158970,167,65148970,65168970,"","AK4","AK4","AK4",11421,"Intron (ENST00000497030.5/205, intron 2 of 5)",-6773,"Intron","chr1_65158781-65159159","Intron"
"chr1:65407844-65408193","chr1",65407844,65408193,65408018,103,65398018,65418018,"","DNAJC6","DNAJC6","DNAJC6",159799,"Intron (ENST00000263441.11/9829, intron 17 of 19)",-12394,"Intron","chr1_65407844-65408193","Intron"
"chr1:67139075-67139443","chr1",67139075,67139443,67139259,57,67129259,67149259,"IL23R","IL23R,C1orf141","C1orf141","C1orf141",92594,"Promoter (<=1kb)",88,"Promoter","chr1_67139075-67139443","Promoter"
"chr1:67533084-67533541","chr1",67533084,67533541,67533312,145,67523312,67543312,"","LINC01702,LOC105378780","LOC105378780","SERBP1",-102897,"Intron (ENST00000751501.1/105378780, intron 2 of 4)",10720,"Intron","chr1_67533084-67533541","Intron"
"chr1:67534564-67535028","chr1",67534564,67535028,67534796,301,67524796,67544796,"","LINC01702,LOC105378780","LOC105378780","SERBP1",-104381,"Intron (ENST00000751501.1/105378780, intron 2 of 4)",12200,"Intron","chr1_67534564-67535028","Intron"
"chr1:67748544-67749060","chr1",67748544,67749060,67748802,330,67738802,67758802,"LOC105378781","LOC105378781,GNG12","GNG12","GNG12",84665,"Intron (ENST00000370982.4/55970, intron 2 of 3)",-5697,"Intron","chr1_67748544-67749060","Intron"
"chr1:68320973-68321346","chr1",68320973,68321346,68321159,130,68311159,68331159,"","LOC105378782","LOC105378782","WLS",-88039,"Intron (ENST00000723549.1/105378782, intron 2 of 2)",27623,"Intron","chr1_68320973-68321346","Intron"
"chr1:72235062-72235580","chr1",72235062,72235580,72235321,586,72225321,72245321,"","NEGR1","NEGR1","NEGR1",47413,"Intron (ENST00000357731.10/257194, intron 1 of 6)",46959,"Intron","chr1_72235062-72235580","Intron"
"chr1:72482988-72483584","chr1",72482988,72483584,72483286,166,72473286,72493286,"","LOC105378797","LOC105378797","NEGR1",-200552,"Intron (ENST00000715640.2/105378797, intron 2 of 6)",-16598,"Intron","chr1_72482988-72483584","Intron"
"chr1:74731207-74732079","chr1",74731207,74732079,74731643,367,74721643,74741643,"TYW3,CRYZ","TYW3,CRYZ","CRYZ","CRYZ",1765,"Promoter (<=1kb)",732,"Promoter","chr1_74731207-74732079","Promoter"
"chr1:77538845-77539134","chr1",77538845,77539134,77538989,76,77528989,77548989,"","AK5","AK5","AK5",256938,"Promoter (1-2kb)",-1362,"Promoter","chr1_77538845-77539134","Promoter"
"chr1:77678373-77678822","chr1",77678373,77678822,77678597,184,77668597,77688597,"ZZZ3","ZZZ3","ZZZ3","ZZZ3",4822,"Intron (ENST00000370801.8/26009, intron 1 of 14)",3821,"Intron","chr1_77678373-77678822","Intron"
"chr1:83605190-83605513","chr1",83605190,83605513,83605351,22,83595351,83615351,"","LINC01725","LINC01725","TTLL7",393799,"Intron (ENST00000715973.1/101927587, intron 2 of 4)",88455,"Intron","chr1_83605190-83605513","Intron"
"chr1:83741271-83741816","chr1",83741271,83741816,83741543,531,83731543,83751543,"","LOC101927560,LINC01725","LINC01725","TTLL7",257607,"Intron (ENST00000715973.1/101927587, intron 2 of 4)",10061,"Intron","chr1_83741271-83741816","Intron"
"chr1:83901572-83901879","chr1",83901572,83901879,83901725,44,83891725,83911725,"","TTLL7","TTLL7","TTLL7",97425,"Intron (ENST00000260505.13/79739, intron 18 of 20)",5656,"Intron","chr1_83901572-83901879","Intron"
"chr1:84488838-84489270","chr1",84488838,84489270,84489054,29,84479054,84499054,"RPF1","GNG5,RPF1","RPF1","RPF1",9795,"Intron (ENST00000370654.6/80135, intron 3 of 8)",9572,"Intron","chr1_84488838-84489270","Intron"
"chr1:85137530-85138087","chr1",85137530,85138087,85137808,276,85127808,85147808,"MIR4423,LOC105378821","MIR4423,LOC105378821,DNAI3","MIR4423","DNAI3",138661,"Distal Intergenic",3736,"Intergenic","chr1_85137530-85138087","Intergenic"
"chr1:85269226-85269595","chr1",85269226,85269595,85269410,84,85259410,85279410,"C1orf52,BCL10-AS1,BCL10","C1orf52,BCL10-AS1,BCL10","BCL10","BCL10",7680,"Intron (ENST00000648566.1/8915, intron 2 of 2)",6155,"Intron","chr1_85269226-85269595","Intron"
"chr1:85325981-85326337","chr1",85325981,85326337,85326159,100,85316159,85336159,"","DDAH1,BCL10-AS1","BCL10-AS1","DDAH1",252204,"Intron (ENST00000654182.1/646626, intron 2 of 2)",49266,"Intron","chr1_85325981-85326337","Intron"
"chr1:85460423-85460961","chr1",85460423,85460961,85460692,670,85450692,85470692,"","DDAH1","DDAH1","DDAH1",117671,"Intron (ENST00000426972.8/23576, intron 2 of 6)",4198,"Intron","chr1_85460423-85460961","Intron"
"chr1:85605465-85605848","chr1",85605465,85605848,85605656,196,85595656,85615656,"","","LOC112268231","CCN1",24895,"Distal Intergenic",-10292,"Intergenic","chr1_85605465-85605848","Intergenic"
"chr1:85629590-85630067","chr1",85629590,85630067,85629828,209,85619828,85639828,"LOC107985057","LOC107985057,LOC112268231","LOC107985057","ZNHIT6",78605,"Promoter (<=1kb)",0,"Promoter","chr1_85629590-85630067","Promoter"
"chr1:86774496-86775005","chr1",86774496,86775005,86774750,231,86764750,86784750,"","","SH3GLB1","SH3GLB1",70180,"Exon (ENST00000801752.1/ENST00000801752.1, exon 1 of 1)",40252,"Exon","chr1_86774496-86775005","Exon"
"chr1:86928814-86929176","chr1",86928814,86929176,86928995,67,86918995,86938995,"","HS2ST1","HS2ST1","HS2ST1",14347,"Intron (ENST00000370550.10/9653, intron 1 of 6)",13134,"Intron","chr1_86928814-86929176","Intron"
"chr1:87795844-87796384","chr1",87795844,87796384,87796114,625,87786114,87806114,"","LOC105378836,LOC107985518,LOC124904212","LOC124904212","LMO4",467646,"Intron (ENST00000642677.1/107985518, intron 2 of 6)",30350,"Intron","chr1_87795844-87796384","Intron"
"chr1:88173988-88174334","chr1",88173988,88174334,88174161,84,88164161,88184161,"","LOC101927871,LOC107985518,LINC01773","LINC01773","PKN2",-510061,"Exon (ENST00000731983.1/ENST00000731983.1, exon 3 of 3)",53963,"Exon","chr1_88173988-88174334","Exon"
"chr1:88180377-88180819","chr1",88180377,88180819,88180598,100,88170598,88190598,"","LOC101927871,LOC107985518,LINC01773","LINC01773","PKN2",-503624,"Intron (ENST00000731723.1/ENST00000731723.1, intron 4 of 4)",47478,"Intron","chr1_88180377-88180819","Intron"
"chr1:89045208-89045555","chr1",89045208,89045555,89045381,119,89035381,89055381,"","LOC105378841,GBP1","LOC105378841","GBP1",19979,"Intron (ENST00000824612.1/105378841, intron 1 of 2)",9786,"Intron","chr1_89045208-89045555","Intron"
"chr1:89781885-89782191","chr1",89781885,89782191,89782038,61,89772038,89792038,"LOC101927975","LOC101927975,LRRC8D","LRRC8D",NA,148898,"Intron (ENST00000370453.5/55144, intron 2 of 3)",-6723,"Intron","chr1_89781885-89782191","Intron"
"chr1:89871043-89871567","chr1",89871043,89871567,89871305,426,89861305,89881305,"","LRRC8D","LRRC8D","LRRC8D",50291,"Intron (ENST00000370453.5/55144, intron 3 of 3)",24463,"Intron","chr1_89871043-89871567","Intron"
"chr1:91766934-91767311","chr1",91766934,91767311,91767122,130,91757122,91777122,"","TGFBR3","TGFBR3","TGFBR3",139213,"Promoter (<=1kb)",-502,"Promoter","chr1_91766934-91767311","Promoter"
"chr1:91827060-91828321","chr1",91827060,91828321,91827690,902,91817690,91837690,"","TGFBR3","TGFBR3","TGFBR3",78645,"Intron (ENST00000533089.5/7049, intron 1 of 19)",33272,"Intron","chr1_91827060-91828321","Intron"
"chr1:93221839-93222293","chr1",93221839,93222293,93222066,58,93212066,93232066,"","CCDC18","CCDC18","CCDC18",42147,"Promoter (<=1kb)",174,"Promoter","chr1_93221839-93222293","Promoter"
"chr1:93275461-93275981","chr1",93275461,93275981,93275721,482,93265721,93285721,"","CCDC18-AS1,CCDC18","CCDC18","CCDC18",95802,"Intron (ENST00000343253.11/343099, intron 28 of 28)",20944,"Intron","chr1_93275461-93275981","Intron"
"chr1:93591379-93591848","chr1",93591379,93591848,93591613,311,93581613,93601613,"BCAR3-AS1","BCAR3-AS1,BCAR3","BCAR3","BCAR3",255537,"Promoter (<=1kb)",-116,"Promoter","chr1_93591379-93591848","Promoter"
"chr1:93617582-93618017","chr1",93617582,93618017,93617799,281,93607799,93627799,"","BCAR3-AS1,BCAR3","BCAR3","BCAR3",229351,"Intron (ENST00000260502.11/8412, intron 3 of 11)",-3485,"Intron","chr1_93617582-93618017","Intron"
"chr1:93671074-93671540","chr1",93671074,93671540,93671307,177,93661307,93681307,"","BCAR3","BCAR3","BCAR3",175843,"Intron (ENST00000260502.11/8412, intron 2 of 11)",9830,"Intron","chr1_93671074-93671540","Intron"
"chr1:93905798-93906192","chr1",93905798,93906192,93905995,177,93895995,93915995,"LOC124904221,GCLM","LOC124904221,GCLM","GCLM","GCLM",3461,"Intron (ENST00000370238.8/2730, intron 1 of 6)",2598,"Intron","chr1_93905798-93906192","Intron"
"chr1:94125766-94126363","chr1",94125766,94126363,94126064,737,94116064,94136064,"ABCA4","ABCA4","ABCA4","ABCA4",-4932,"Distal Intergenic",-4618,"Intergenic","chr1_94125766-94126363","Intergenic"
"chr1:94314493-94314887","chr1",94314493,94314887,94314690,87,94304690,94324690,"","ARHGAP29-AS1,ARHGAP29","ARHGAP29","ARHGAP29",-39622,"Promoter (<=1kb)",0,"Promoter","chr1_94314493-94314887","Promoter"
"chr1:94317156-94317551","chr1",94317156,94317551,94317353,149,94307353,94327353,"","ARHGAP29-AS1,ARHGAP29","ARHGAP29","ARHGAP29",-42285,"Promoter (<=1kb)",-458,"Promoter","chr1_94317156-94317551","Promoter"
"chr1:94383920-94384473","chr1",94383920,94384473,94384196,1155,94374196,94394196,"","ARHGAP29-AS1","ARHGAP29-AS1","ABCD3",-34259,"Intron (ENST00000656153.1/107985092, intron 6 of 6)",-33916,"Intron","chr1_94383920-94384473","Intron"
"chr1:94425843-94426138","chr1",94425843,94426138,94425990,74,94415990,94435990,"ABCD3","ABCD3","ABCD3","ABCD3",7535,"Intron (ENST00000370214.9/5825, intron 1 of 22)",7012,"Intron","chr1_94425843-94426138","Intron"
"chr1:94608212-94608604","chr1",94608212,94608604,94608408,214,94598408,94618408,"","SLC44A3-AS1,LOC105378861","LOC105378861","F3",-66608,"Intron (ENST00000782778.1/105378861, intron 1 of 2)",15044,"Intron","chr1_94608212-94608604","Intron"
"chr1:94821549-94821967","chr1",94821549,94821967,94821758,83,94811758,94831758,"SLC44A3","SLC44A3-AS1,SLC44A3","SLC44A3","SLC44A3",1416,"Promoter (<=1kb)",899,"Promoter","chr1_94821549-94821967","Promoter"
"chr1:94942191-94942503","chr1",94942191,94942503,94942347,87,94932347,94952347,"","ALG14-AS1,CNN3-DT","CNN3-DT","CNN3",-15069,"Intron (ENST00000736279.1/729970, intron 2 of 3)",-8759,"Intron","chr1_94942191-94942503","Intron"
"chr1:95069160-95069762","chr1",95069160,95069762,95069461,317,95059461,95079461,"ALG14","ALG14-AS1,ALG14","ALG14","ALG14",3484,"Intron (ENST00000370205.6/199857, intron 1 of 3)",3112,"Intron","chr1_95069160-95069762","Intron"
"chr1:96631860-96632348","chr1",96631860,96632348,96632104,97,96622104,96642104,"","","PTBP2","PTBP2",-89561,"Distal Intergenic",-89317,"Intergenic","chr1_96631860-96632348","Intergenic"
"chr1:97930467-97930888","chr1",97930467,97930888,97930677,97,97920677,97940677,"DPYD","LINC01930,LOC124904227,DPYD","LOC124904227","DPYD",-9628,"Intron (ENST00000646851.1/124904227, intron 5 of 5)",-9418,"Intron","chr1_97930467-97930888","Intron"
"chr1:99565658-99566009","chr1",99565658,99566009,99565833,70,99555833,99575833,"","LINC01708","LINC01708","PALMD",-80110,"Intron (ENST00000635551.1/101928270, intron 2 of 4)",-31629,"Intron","chr1_99565658-99566009","Intron"
"chr1:99566524-99566813","chr1",99566524,99566813,99566668,36,99556668,99576668,"","LINC01708","LINC01708","PALMD",-79275,"Intron (ENST00000635551.1/101928270, intron 2 of 4)",-32495,"Intron","chr1_99566524-99566813","Intron"
"chr1:101137487-101137941","chr1",101137487,101137941,101137714,125,101127714,101147714,"LOC124900440","LOC124900440","LOC124900440","S1PR1",-99174,"Distal Intergenic",4334,"Intergenic","chr1_101137487-101137941","Intergenic"
"chr1:105632656-105633360","chr1",105632656,105633360,105633008,1310,105623008,105643008,"","","LINC01676","PRMT6",-1423671,"Distal Intergenic",-13665,"Intergenic","chr1_105632656-105633360","Intergenic"
"chr1:106813471-106813783","chr1",106813471,106813783,106813627,38,106803627,106823627,"LINC01661","LINC01661","LINC01661","PRMT6",-243052,"Distal Intergenic",-4158,"Intergenic","chr1_106813471-106813783","Intergenic"
"chr1:107526728-107527110","chr1",107526728,107527110,107526919,95,107516919,107536919,"","","NTNG1","NTNG1",386912,"Distal Intergenic",146539,"Intergenic","chr1_107526728-107527110","Intergenic"
"chr1:107597164-107597618","chr1",107597164,107597618,107597391,146,107587391,107607391,"","VAV3","VAV3","VAV3",367753,"Intron (ENST00000370056.9/10451, intron 24 of 26)",76031,"Intron","chr1_107597164-107597618","Intron"
"chr1:107681131-107681545","chr1",107681131,107681545,107681338,88,107671338,107691338,"","VAV3","VAV3","VAV3",283806,"Intron (ENST00000370056.9/10451, intron 19 of 26)",-3122,"Intron","chr1_107681131-107681545","Intron"
"chr1:107683072-107683583","chr1",107683072,107683583,107683327,471,107673327,107693327,"","VAV3","VAV3","VAV3",281817,"Exon (ENST00000370056.9/10451, exon 19 of 27)",2369,"Exon","chr1_107683072-107683583","Exon"
"chr1:108051947-108052436","chr1",108051947,108052436,108052191,421,108042191,108062191,"","VAV3-AS1,LINC02785","LINC02785","SLC25A24",148658,"Exon (ENST00000715653.1/100873946, exon 5 of 5)",1415,"Exon","chr1_108051947-108052436","Exon"
"chr1:108536849-108537188","chr1",108536849,108537188,108537018,106,108527018,108547018,"","","EEIG2","EEIG2",-23071,"Distal Intergenic",-22901,"Intergenic","chr1_108536849-108537188","Intergenic"
"chr1:109181236-109181758","chr1",109181236,109181758,109181497,854,109171497,109191497,"","ELAPOR1","ELAPOR1","ELAPOR1",67818,"Intron (ENST00000457623.6/57535, intron 6 of 19)",-4791,"Intron","chr1_109181236-109181758","Intron"
"chr1:109935377-109935860","chr1",109935377,109935860,109935618,474,109925618,109945618,"","CSF1","CSF1","CSF1",25376,"Distal Intergenic",19720,"Intergenic","chr1_109935377-109935860","Intergenic"
"chr1:111105021-111105411","chr1",111105021,111105411,111105216,166,111095216,111115216,"","","DRAM2","DRAM2",35000,"Distal Intergenic",15185,"Intergenic","chr1_111105021-111105411","Intergenic"
"chr1:112635295-112635750","chr1",112635295,112635750,112635522,289,112625522,112645522,"","CAPZA1","CAPZA1","CAPZA1",16349,"Intron (ENST00000485542.5/829, intron 1 of 2)",-14470,"Intron","chr1_112635295-112635750","Intron"
"chr1:113399529-113399818","chr1",113399529,113399818,113399673,38,113389673,113409673,"MAGI3","MAGI3","MAGI3","MAGI3",8924,"Intron (ENST00000307546.14/260425, intron 1 of 20)",8268,"Intron","chr1_113399529-113399818","Intron"
"chr1:113433948-113434498","chr1",113433948,113434498,113434223,301,113424223,113444223,"","MAGI3","MAGI3","MAGI3",43474,"Intron (ENST00000307546.14/260425, intron 1 of 20)",42687,"Intron","chr1_113433948-113434498","Intron"
"chr1:113438866-113439400","chr1",113438866,113439400,113439133,389,113429133,113449133,"","MAGI3","MAGI3","MAGI3",48384,"Intron (ENST00000307546.14/260425, intron 1 of 20)",47605,"Intron","chr1_113438866-113439400","Intron"
"chr1:114467442-114467964","chr1",114467442,114467964,114467703,723,114457703,114477703,"","TRIM33","TRIM33","TRIM33",43457,"Intron (ENST00000358465.7/51592, intron 1 of 19)",-4206,"Intron","chr1_114467442-114467964","Intron"
"chr1:115978790-115979246","chr1",115978790,115979246,115979018,302,115969018,115989018,"LOC101928977,SLC22A15","LOC101928977,SLC22A15","SLC22A15","SLC22A15",2520,"Promoter (1-2kb)",-1431,"Promoter","chr1_115978790-115979246","Promoter"
"chr1:116110809-116111122","chr1",116110809,116111122,116110965,141,116100965,116120965,"MAB21L3","MAB21L3","MAB21L3","MAB21L3",-790,"Promoter (<=1kb)",-277,"Promoter","chr1_116110809-116111122","Promoter"
"chr1:116153150-116153639","chr1",116153150,116153639,116153394,743,116143394,116163394,"","","LOC124904384","MAB21L3",41639,"Distal Intergenic",14825,"Intergenic","chr1_116153150-116153639","Intergenic"
"chr1:116412116-116412594","chr1",116412116,116412594,116412355,725,116402355,116422355,"ATP1A1-AS1","ATP1A1,ATP1A1-AS1","ATP1A1-AS1","ATP1A1",39687,"Intron (ENST00000675607.1/84852, intron 1 of 3)",-3590,"Intron","chr1_116412116-116412594","Intron"
"chr1:116475075-116475599","chr1",116475075,116475599,116475337,847,116465337,116485337,"LINC01762,LOC105378925,LOC124904385","LINC01762,LOC105378925,LOC124904385","LOC124904385","CD58",95702,"Intron (ENST00000756327.1/ENST00000756327.1, intron 1 of 2)",2628,"Intron","chr1_116475075-116475599","Intron"
